HS8 (numeric),Description,General framework , General framework Country exclusions,Enhanced framework ,Least developed countries framework ,Transitional Protection Scheme ,,,,,,,,
87089235,"SILENCERS ""MUFFLERS"" AND EXHAUST PIPES FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.92.20)",0.0%,India,0.0%,0%,0%,,,,,,,,
87089291,"PARTS FOR SILENCERS ""MUFFLERS"" AND EXHAUST PIPES OF CLOSED-DIE FORGED STEEL FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.92.20)",0.0%,India,0.0%,0%,0%,,,,,,,,
87089299,"PARTS FOR SILENCERS ""MUFFLERS"" AND EXHAUST PIPES FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.92.20 AND OF CLOSED-DIE FORGED STEEL)",0.0%,India,0.0%,0%,0%,,,,,,,,
87089310,"CLUTCHES AND PARTS THEREOF FOR THE INDUSTRIAL ASSEMBLY OF: PEDESTRIAN-CONTROLLED TRACTORS MOTOR CARS AND VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS VEHICLES FOR THE TRANSPORT OF GOODS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE ""DIESEL OR SEMI-DIESEL ENGINE"" <= 2500 CMÂ³ OR WITH SPARK-IGNITION INTERNAL PISTON ENGINE <= 2800 CMÂ³ SPECIAL PURPOSE MOTOR VEHICLES OF HEADING 8705 N.E.S.",0.0%,India,0.0%,0%,0%,,,,,,,,
87089390,CLUTCHES AND PARTS THEREOF FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.93.10),0.0%,India,0.0%,0%,0%,,,,,,,,
87089420,"STEERING WHEELS STEERING COLUMNS AND STEERING BOXES AND PARTS THEREOF FOR THE INDUSTRIAL ASSEMBLY OF: MOTOR CARS AND VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS VEHICLES FOR THE TRANSPORT OF GOODS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE ""DIESEL OR SEMI-DIESEL ENGINE"" <= 2500 CMÂ³ OR WITH SPARK-IGNITION INTERNAL PISTON ENGINE <= 2800 CMÂ³ SPECIAL PURPOSE MOTOR VEHICLES OF HEADING 8705 N.E.S",0.0%,India,0.0%,0%,0%,,,,,,,,
87089435,STEERING WHEELS COLUMNS AND BOXES FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.94.20),0.0%,India,0.0%,0%,0%,,,,,,,,
87089491,PARTS FOR STEERING WHEELS STEERING COLUMNS AND STEERING BOXES OF CLOSED-DIE FORGED STEEL FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.94.20),0.0%,India,0.0%,0%,0%,,,,,,,,
87089499,PARTS FOR STEERING WHEELS STEERING COLUMNS AND STEERING BOXES FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.94.20 AND OF CLOSED-DIE FORGED STEEL),0.0%,India,0.0%,0%,0%,,,,,,,,
87089510,"SAFETY AIRBAGS WITH INFLATOR SYSTEM AND PARTS THEREOF FOR THE INDUSTRIAL ASSEMBLY OF: PEDESTRIAN-CONTROLLED TRACTORS MOTOR CARS AND VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS VEHICLES FOR THE TRANSPORT OF GOODS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE ""DIESEL OR SEMI-DIESEL ENGINE"" <= 2500 CMÂ³ OR WITH SPARK-IGNITION INTERNAL PISTON ENGINE <= 2800 CMÂ³ SPECIAL PURPOSE MOTOR VEHICLES OF HEADING 8705 N.E.S",0.0%,India,0.0%,0%,0%,,,,,,,,
87089591,SAFETY AIRBAGS WITH INFLATOR SYSTEM AND PARTS THEREOF OF CLOSED-DIE FORGED STEEL FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.95.10),0.0%,India,0.0%,0%,0%,,,,,,,,
87089599,SAFETY AIRBAGS WITH INFLATOR SYSTEM AND PARTS THEREOF FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. THOSE FOR THE INDUSTRIAL ASSEMBLY OF CERTAIN MOTOR VEHICLES OF SUBHEADING 8708.95.10 AND OF CLOSED-DIE FORGED STEEL),0.0%,India,0.0%,0%,0%,,,,,,,,
87089910,"PARTS AND ACCESSORIES FOR THE INDUSTRIAL ASSEMBLY OF: PEDESTRIAN-CONTROLLED TRACTORS MOTOR CARS AND VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS VEHICLES FOR THE TRANSPORT OF GOODS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINE ""DIESEL OR SEMI-DIESEL ENGINE"" <= 2500 CMÂ³ OR WITH SPARK-IGNITION INTERNAL PISTON ENGINE <= 2800 CMÂ³ SPECIAL PURPOSE MOTOR VEHICLES OF HEADING 8705 N.E.S.(2007-2500)",0.0%,India,0.0%,0%,0%,,,,,,,,
87089993,PARTS AND ACCESSORIES OF CLOSED-DIE FORGED STEEL FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87089997,PARTS AND ACCESSORIES FOR TRACTORS MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS MOTOR CARS AND OTHER MOTOR VEHICLES PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS MOTOR VEHICLES FOR THE TRANSPORT OF GOODS AND SPECIAL PURPOSE MOTOR VEHICLES N.E.S. (EXCL. OF CLOSED-DIE FORGED STEEL),0.0%,India,0.0%,0%,0%,,,,,,,,
87091110,ELECTRICAL VEHICLES NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS {EURATOM},0.0%,India,0.0%,0%,0%,,,,,,,,
87091190,ELECTRICAL VEHICLES NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT OF THE TYPE USED IN FACTORIES WAREHOUSES DOCK AREAS OR AIRPORTS FOR SHORT DISTANCE TRANSPORT OF GOODS INCL. TRACTORS FOR RAILWAYS STATION PLATFORMS (EXCL. VEHICLES SPECIALLY DESIGNED FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS),0.0%,India,0.0%,0%,0%,,,,,,,,
87091910,WORKS TRUCKS SELF-PROPELLED NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS {EURATOM} (EXCL. ELECTRICAL TRUCKS),0.0%,India,0.0%,0%,0%,,,,,,,,
87091990,WORKS TRUCKS SELF-PROPELLED NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT OF THE TYPE USED IN FACTORIES WAREHOUSES DOCK AREAS OR AIRPORTS FOR SHORT DISTANCE TRANSPORT OF GOODS INCL. TRACTORS FOR RAILWAYS STATION PLATFORMS (EXCL. VEHICLES SPECIALLY DESIGNED FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS AND ELECTRICAL TRUCKS),0.0%,India,0.0%,0%,0%,,,,,,,,
87099000,PARTS OF SELF-PROPELLED WORKS TRUCKS NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT OF THE TYPE USED IN FACTORIES WAREHOUSES DOCK AREAS OR AIRPORTS FOR SHORT DISTANCE TRANSPORT OF GOODS INCL. TRACTORS FOR RAILWAYS STATION PLATFORMS N.E.S.(1997-2500),0.0%,India,0.0%,0%,0%,,,,,,,,
87100000,TANKS AND OTHER ARMOURED FIGHTING VEHICLES MOTORISED WHETHER OR NOT FITTED WITH WEAPONS AND PARTS OF SUCH VEHICLES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87111000,MOTORCYCLES INCL. MOPEDS AND CYCLES FITTED WITH AN AUXILIARY MOTOR WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY <= 50 CMÂ³,4.5%,India,0.0%,0%,0%,,,,,,,,
87112010,SCOOTERS OF CYLINDER CAPACITY > 50 CMÂ³ BUT <= 250 CMÂ³,4.5%,India,0.0%,0%,0%,,,,,,,,
87112092,MOTORCYCLES INCL. MOPEDS WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY > 50 CMÂ³ BUT <= 125 CMÂ³ (EXCL. SCOOTERS),4.5%,India,0.0%,0%,0%,,,,,,,,
87112098,MOTORCYCLES INCL. MOPEDS WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY > 125 CMÂ³ TO 250 CMÂ³ (EXCL. SCOOTERS),4.5%,India,0.0%,0%,0%,,,,,,,,
87113010,MOTORCYCLES INCL. MOPEDS WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY > 250 CMÂ³ TO 380 CMÂ³,2.5%,India,0.0%,0%,0%,,,,,,,,
87113090,MOTORCYCLES INCL. MOPEDS WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY > 380 CMÂ³ TO 500 CMÂ³,2.5%,India,0.0%,0%,0%,,,,,,,,
87114000,MOTORCYCLES INCL. MOPEDS WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY > 500 CMÂ³ BUT <= 800 CMÂ³,2.5%,India,0.0%,0%,0%,,,,,,,,
87115000,MOTORCYCLES INCL. MOPEDS WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY > 800 CMÂ³,2.5%,India,0.0%,0%,0%,,,,,,,,
87116010,BICYCLES TRICYCLES AND QUADRICYCLES WITH PEDAL ASSISTANCE WITH AN AUXILIARY ELECTRIC MOTOR WITH A CONTINUOUS RATED POWER <= 250 W,2.5%,India,0.0%,0%,0%,,,,,,,,
87116090,MOTORCYCLES INCL. MOPEDS AND CYCLES FITTED WITH AN AUXILIARY MOTOR WITH ELECTRIC MOTOR FOR PROPULSION (EXCL. BICYCLES TRICYCLES AND QUADRICYCLES WITH PEDAL ASSISTANCE WITH A CONTINUOUS RATED POWER <= 250 W),2.5%,India,0.0%,0%,0%,,,,,,,,
87119000,MOTORCYCLES INCL. MOPEDS AND CYCLES FITTED WITH AN AUXILIARY MOTOR AND SIDE CARS FOR MOTORCYCLES (EXCL. ELECTRIC OR WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE)(2017-2500),2.5%,India,0.0%,0%,0%,,,,,,,,
87120030,BICYCLES NOT MOTORISED WITH BALL BEARINGS,0.0%,India,0.0%,0%,0%,,,,,,,,
87120070,CYCLES INCL. DELIVERY TRICYCLES NOT MOTORISED (EXCL. BICYCLES WITH BALL BEARINGS),0.0%,India,0.0%,0%,0%,,,,,,,,
87131000,CARRIAGES FOR DISABLED PERSONS NOT MECHANICALLY PROPELLED,0.0%,India,0.0%,0%,0%,,,,,,,,
87139000,CARRIAGES FOR DISABLED PERSONS MOTORISED OR OTHERWISE MECHANICALLY PROPELLED (EXCL. SPECIALLY DESIGNED MOTOR VEHICLES AND BICYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87141010,"BRAKES AND PARTS THEREOF OF MOTORCYCLES ""INCL. MOPEDS""",0.0%,India,0.0%,0%,0%,,,,,,,,
87141020,"GEAR BOXES AND PARTS THEREOF OF MOTORCYCLES ""INCL. MOPEDS""",0.0%,India,0.0%,0%,0%,,,,,,,,
87141030,"ROAD WHEELS AND PARTS AND ACCESSORIES THEREOF OF MOTORCYCLES ""INCL. MOPEDS""",0.0%,India,0.0%,0%,0%,,,,,,,,
87141040,"SILENCERS ""MUFFLERS"" AND EXHAUST PIPES AND THEIR PARTS OF MOTORCYCLES ""INCL. MOPEDS""",0.0%,India,0.0%,0%,0%,,,,,,,,
87141050,"CLUTCHES AND PARTS THEREOF OF MOTORCYCLES ""INCL. MOPEDS""",0.0%,India,0.0%,0%,0%,,,,,,,,
87141090,PARTS AND ACCESSORIES OF MOTORCYCLES INCL. MOPEDS N.E.S. (EXCL. BRAKES GEAR BOXES ROAD WHEELS SILENCERS EXHAUST PIPES CLUTCHES AND THEIR PARTS),0.0%,India,0.0%,0%,0%,,,,,,,,
87142000,PARTS AND ACCESSORIES FOR CARRIAGES FOR DISABLED PERSONS N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87149110,FRAMES FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149130,FRONT FORKS FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149190,PARTS OF FRONT FORKS FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149210,RIMS FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149290,SPOKES FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149300,HUBS AND FREE-WHEEL SPROCKET-WHEELS FOR CYCLES (EXCL. FOR MOTORCYCLES AND COASTER BRAKING HUBS AND HUB BRAKES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149420,BRAKES INCL. COASTER BRAKING HUBS AND HUB BRAKES FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149490,PARTS OF BRAKES INCL. COASTER BRAKING HUBS AND HUB-BRAKES FOR CYCLES N.E.S. (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149500,SADDLES FOR CYCLES (EXCL. FOR MOTORCYCLES),0.0%,India,0.0%,0%,0%,,,,,,,,
87149610,PEDALS FOR BICYCLES,0.0%,India,0.0%,0%,0%,,,,,,,,
87149630,CRANK-GEAR FOR BICYCLES,0.0%,India,0.0%,0%,0%,,,,,,,,
87149690,PARTS OF PEDALS AND CRANK-GEAR FOR BICYCLES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87149910,HANDLEBARS FOR BICYCLES,0.0%,India,0.0%,0%,0%,,,,,,,,
87149930,LUGGAGE CARRIERS FOR BICYCLES,0.0%,India,0.0%,0%,0%,,,,,,,,
87149950,DERAILLEUR GEARS FOR BICYCLES,0.0%,India,0.0%,0%,0%,,,,,,,,
87149990,PARTS AND ACCESSORIES FOR BICYCLES AND PARTS THEREOF N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87150010,BABY CARRIAGES,0.0%,India,0.0%,0%,0%,,,,,,,,
87150090,PARTS OF BABY CARRIAGES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87161092,TRAILERS AND SEMI-TRAILERS OF THE CARAVAN TYPE FOR HOUSING OR CAMPING OF A WEIGHT <= 1600 KG,0.0%,India,0.0%,0%,0%,,,,,,,,
87161098,TRAILERS AND SEMI-TRAILERS OF THE CARAVAN TYPE FOR HOUSING OR CAMPING OF A WEIGHT > 1600 KG,0.0%,India,0.0%,0%,0%,,,,,,,,
87162000,SELF-LOADING OR SELF-UNLOADING TRAILERS AND SEMI-TRAILERS FOR AGRICULTURAL PURPOSES,0.0%,India,0.0%,0%,0%,,,,,,,,
87163100,TANKER TRAILERS AND TANKER SEMI-TRAILERS NOT DESIGNED FOR RUNNING ON RAILS,0.0%,India,0.0%,0%,0%,,,,,,,,
87163910,TRAILERS AND SEMI-TRAILERS NOT DESIGNED FOR RUNNING ON RAILS FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS {EURATOM},0.0%,India,0.0%,0%,0%,,,,,,,,
87163930,SEMI-TRAILERS FOR THE TRANSPORT OF GOODS NEW (EXCL. SELF-LOADING OR SELF-UNLOADING SEMI-TRAILERS FOR AGRICULTURAL PURPOSES TANKER SEMI-TRAILERS AND SEMI-TRAILERS NOT DESIGNED FOR RUNNING ON RAILS FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS {EURATOM}),0.0%,India,0.0%,0%,0%,,,,,,,,
87163950,TRAILERS FOR THE TRANSPORT OF GOODS NEW (EXCL. SELF-LOADING OR SELF-UNLOADING TRAILERS FOR AGRICULTURAL PURPOSES TANKER TRAILERS AND TRAILERS DESIGNED FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS),0.0%,India,0.0%,0%,0%,,,,,,,,
87163980,TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS USED (EXCL. SELF-LOADING OR SELF-UNLOADING TRAILERS AND SEMI-TRAILERS FOR AGRICULTURAL PURPOSES TANKER TRAILERS AND SEMI-TRAILERS AND TRAILERS AND SEMI-TRAILERS NOT DESIGNED FOR RUNNING ON RAILS FOR THE TRANSPORT OF HIGHLY RADIOACTIVE MATERIALS {EURATOM}),0.0%,India,0.0%,0%,0%,,,,,,,,
87164000,TRAILERS AND SEMI-TRAILERS NOT DESIGNED FOR RUNNING ON RAILS (EXCL. TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS AND THOSE OF THE CARAVAN TYPE FOR HOUSING OR CAMPING),0.0%,India,0.0%,0%,0%,,,,,,,,
87168000,VEHICLES PUSHED OR DRAWN BY HAND AND OTHER VEHICLES NOT MECHANICALLY PROPELLED (EXCL. TRAILERS AND SEMI-TRAILERS),0.0%,India,0.0%,0%,0%,,,,,,,,
87169010,CHASSIS OF TRAILERS SEMI-TRAILERS AND OTHER VEHICLES NOT MECHANICALLY PROPELLED N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87169030,BODIES OF TRAILERS SEMI-TRAILERS AND OTHER VEHICLES NOT MECHANICALLY PROPELLED N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87169050,AXLES OF TRAILERS SEMI-TRAILERS AND OTHER VEHICLES NOT MECHANICALLY PROPELLED N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
87169090,PARTS OF TRAILERS SEMI-TRAILERS AND OTHER VEHICLES NOT MECHANICALLY PROPELLED N.E.S. (EXCL. CHASSIS BODIES AND AXLES),0.0%,India,0.0%,0%,0%,,,,,,,,
88010010,GLIDERS WITHOUT MOTOR AND NOT CAPABLE OF BEING FITTED WITH A MOTOR AND HANG GLIDERS,0.0%,India,0.0%,0%,0%,,,,,,,,
88010090,KITES AND OTHER NON-POWERED AIRCRAFT (EXCL. GLIDERS HANG GLIDERS BALLOONS AND CHILDREN'S KITES),0.0%,India,0.0%,0%,0%,,,,,,,,
88021100,HELICOPTERS OF AN UNLADEN WEIGHT <= 2.000 KG,0.0%,India,0.0%,0%,0%,,,,,,,,
88021200,HELICOPTERS OF AN UNLADEN WEIGHT > 2.000 KG,0.0%,India,0.0%,0%,0%,,,,,,,,
88022000,AEROPLANES AND OTHER POWERED AIRCRAFT OF AN UNLADEN WEIGHT <= 2.000 KG (EXCL. HELICOPTERS AND DIRIGIBLES),0.0%,India,0.0%,0%,0%,,,,,,,,
88023000,AEROPLANES AND OTHER POWERED AIRCRAFT OF AN UNLADEN WEIGHT > 2.000 KG BUT <= 15.000 KG (EXCL. HELICOPTERS AND DIRIGIBLES),0.0%,India,0.0%,0%,0%,,,,,,,,
88024000,AEROPLANES AND OTHER POWERED AIRCRAFT OF AN OF AN UNLADEN WEIGHT > 15.000 KG (EXCL. HELICOPTERS AND DIRIGIBLES),0.0%,India,0.0%,0%,0%,,,,,,,,
88026011,TELECOMMUNICATION SATELLITES,0.0%,India,0.0%,0%,0%,,,,,,,,
88026019,SPACECRAFT (EXCL. TELECOMMUNICATION SATELLITES),0.0%,India,0.0%,0%,0%,,,,,,,,
88026090,SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES,0.0%,India,0.0%,0%,0%,,,,,,,,
88031000,PROPELLERS AND ROTORS AND PARTS THEREOF FOR AIRCRAFT N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
88032000,UNDER-CARRIAGES AND PARTS THEREOF FOR AIRCRAFT N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
88033000,PARTS OF AEROPLANES OR HELICOPTERS N.E.S. (EXCL. THOSE FOR GLIDERS),0.0%,India,0.0%,0%,0%,,,,,,,,
88039010,PARTS OF KITES,0.0%,India,0.0%,0%,0%,,,,,,,,
88039021,PARTS OF TELECOMMUNICATION SATELLITES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
88039029,PARTS OF SPACECRAFT INCL. SATELLITES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
88039030,PARTS OF SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
88039090,PARTS OF AIRCRAFT N.E.S. (EXCL. OF SPACECRAFT INCL. SATELLITES AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES),0.0%,India,0.0%,0%,0%,,,,,,,,
88040000,PARACHUTES INCL. DIRIGIBLE PARACHUTES AND PARAGLIDERS AND ROTOCHUTES,0.0%,India,0.0%,0%,0%,,,,,,,,
88051010,AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF N.E.S. (EXCL. MOTOR WINCHES FOR LAUNCHING GLIDERS),0.0%,India,0.0%,0%,0%,,,,,,,,
88051090,DECK-ARRESTOR OR SIMILAR GEAR FOR AIRCRAFT AND PARTS THEREOF N.E.S.,0.0%,India,0.0%,0%,0%,,,,,,,,
88052100,AIR COMBAT SIMULATORS AND PARTS THEREOF,0.0%,India,0.0%,0%,0%,,,,,,,,
88052900,GROUND FLYING TRAINERS AND PARTS THEREOF N.E.S. (EXCL. AIR COMBAT SIMULATORS AND PARTS THEREOF),0.0%,India,0.0%,0%,0%,,,,,,,,
89011010,SEA-GOING CRUISE SHIPS EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS AND SEAGOING FERRY-BOATS OF ALL KINDS,0.0%,India,0.0%,0%,0%,,,,,,,,
89011090,CRUISE SHIPS EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS AND FERRY-BOATS OF ALL KINDS (EXCL. SEAGOING VESSELS),0.0%,India,0.0%,0%,0%,,,,,,,,
89012010,SEA-GOING TANKERS,0.0%,India,0.0%,0%,0%,,,,,,,,
89012090,TANKERS (EXCL. SEAGOING TANKERS),0.0%,India,0.0%,0%,0%,,,,,,,,
89013010,SEA-GOING REFRIGERATED VESSELS (EXCL. TANKERS),0.0%,India,0.0%,0%,0%,,,,,,,,
89013090,REFRIGERATED VESSELS (EXCL. SEAGOING VESSELS AND TANKERS),0.0%,India,0.0%,0%,0%,,,,,,,,
89019010,SEA-GOING VESSELS FOR THE TRANSPORT OF GOODS AND SEAGOING VESSELS FOR THE TRANSPORT OF BOTH PERSONS AND GOODS (EXCL. REFRIGERATED VESSELS TANKERS FERRY-BOATS AND VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS),0.0%,India,0.0%,0%,0%,,,,,,,,
89019090,VESSELS FOR THE TRANSPORT OF GOODS AND VESSELS FOR THE TRANSPORT OF BOTH PERSONS AND GOODS WHETHER OR NOT MECHANICALLY PROPELLED (EXCL. SEAGOING VESSELS REFRIGERATED VESSELS TANKERS FERRY-BOATS AND VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS),0.0%,India,0.0%,0%,0%,,,,,,,,
89020010,FISHING VESSELS FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS SEAGOING,0.0%,India,0.0%,0%,0%,,,,,,,,
89020090,FISHING VESSELS,0.0%,India,0.0%,0%,0%,,,,,,,,
89031010,INFLATABLE VESSELS FOR PLEASURE OR SPORTS OF A WEIGHT <= 100 KG EACH,0.0%,India,0.0%,0%,0%,,,,,,,,
89031090,INFLATABLE VESSELS FOR PLEASURE OR SPORTS OF A WEIGHT > 100 KG EACH,0.0%,India,0.0%,0%,0%,,,,,,,,
89039110,SEA-GOING SAILBOATS AND YACHTS WITH OR WITHOUT AUXILIARY MOTOR FOR PLEASURE OR SPORTS,0.0%,India,0.0%,0%,0%,,,,,,,,
